Title,Description,URL,Access note,Subjects,Resource type,Access model,Provider
Sage Business Cases,"Collection of business case studies from global publishers and universities. Supports classroom teaching and research in management, entrepreneurship, healthcare, and social enterprise.",https://sk.sagepub.com/cases,Sage Business Cases are licensed for all Yale affiliates and can be used for classroom teaching.,Health & Medicine; Business & Economics; Social Sciences,Data Platform,External platform,
Scopus,"Academic abstract and citation database covering peer-reviewed journals, conference proceedings, and books across scientific, medical, technical, and social science fields. Supports literature review and citation analysis.",http://hdl.handle.net/10079/yuldb/yuldb1190,,Health & Medicine; Social Sciences; Humanities & History,Dataset,External platform,Elsevier
SDC Platinum,"Transaction database covering new issues, bonds, syndicated loans, mergers and acquisitions, governance, private equity, and infrastructure. Supports corporate finance and deal research.",https://guides.library.yale.edu/Workspace/SDC,Available by request on LSEG Workpsace or WRDS.,Business & Economics,Dataset,Hosted by Yale Library,
SimplyAnalytics,"Web-based mapping and data platform with census, consumer, market, and local demographic data. Supports geographic analysis, market research, and community studies.",https://yale.idm.oclc.org/login?URL=http://hdl.handle.net/10079/yuldb/yuldb2326,,Business & Economics; Social Sciences; GIS & Spatial Data,Data Platform,External platform,
Social Explorer,"Interactive mapping and data platform providing demographic and census data for the United States. Supports historical, spatial, and community-level research.",https://yale.idm.oclc.org/login?URL=https://yale.idm.oclc.org/login?URL=http://www.socialexplorer.com/,,Social Sciences; GIS & Spatial Data; Humanities & History,Data Platform,External platform,
Social Science Research Network (SSRN),"Repository of working papers, accepted papers, and abstracts across social science disciplines. Supports discovery of current research in accounting, economics, finance, marketing, and law.",http://hdl.handle.net/10079/yuldb/yuldb1208,,Business & Economics; Social Sciences; News & Media,Data Platform,Open access,
Sports Business Research Network (SBRnet),"Sports market research platform with consumer, industry, participation, sponsorship, and expenditure data. Supports sports business, marketing, and consumer behavior research.",https://yale.idm.oclc.org/login?url=https://sportsmarketanalytics.com,,Business & Economics; News & Media,Data Platform,External platform,
STAT+,"News and analysis platform covering biotechnology, pharmaceuticals, clinical trials, health policy, and healthcare business. Supports research on biomedical innovation and health industry trends.",https://library.yale.edu/eresources/access/access-stat-plus,Requires users to register for an individual account with a Yale email address.,Health & Medicine; Business & Economics; Government & Public Policy,Data Platform,External platform,
Statista,"Statistics portal aggregating data, charts, infographics, dossiers, and reports from thousands of sources. Supports quick fact-finding, market research, and data visualization.",https://www.statista.com/login/campus/,,Business & Economics,Data Platform,External platform,Statista
Sustainable Views,"Financial Times publication covering sustainable finance, ESG policy, regulation, and market trends. Supports research on sustainability, investment, and corporate responsibility.",https://search.library.yale.edu/catalog/17660885,Requires users to request an individual account with a Yale email address.,Energy & Environment; Business & Economics; Government & Public Policy,Data Platform,External platform,
The Block Pro,"Research and data platform covering digital assets, cryptocurrency markets, blockchain companies, and industry trends. Supports research on crypto, fintech, and decentralized finance.",https://web.library.yale.edu/access-block-research?_ga=2.30752639.1512418643.1662507458-1442532518.1662507458,Requires users to register for an account with a valid Yale email address.,Business & Economics; Technology & Innovation,Data Platform,External platform,
The Economist,"Current and archival magazine source covering world affairs, economics, business, politics, science, and culture. Supports current awareness and international policy research.",https://yale.idm.oclc.org/login?URL=https://yale.idm.oclc.org/login?URL=https://web.library.yale.edu/economist,Requires users to register for an individual account with a Yale email address for access.,Business & Economics; Government & Public Policy; News & Media,Data Platform,External platform,
The Information,"Technology business news source with reporting on companies, startups, platforms, venture capital, and digital markets. Supports research on technology industries and strategy.",https://library.yale.edu/eresources/access/access-theinformation,Requires users to register for an individual account with a Yale email address. Please note: The Information Pro content is not included with academic or university subscriptions.,Business & Economics; News & Media; Technology & Innovation,Data Platform,External platform,
UN Comtrade Premium,"International trade database providing detailed commodity and partner-country statistics reported by national authorities. Supports trade, supply chain, and economic research.",https://library.yale.edu/eresources/access/access-un-comtrade,,Business & Economics,Linguistic Data,Open access,United Nations
UNdata,"United Nations statistical portal combining data from multiple UN databases. Supports cross-national research on demographics, economics, development, environment, and society.",http://data.un.org/Default.aspx,,Energy & Environment; Business & Economics; Social Sciences,Linguistic Data,Open access,United Nations
