Title,Description,URL,Access note,Subjects,Resource type,Access model,Provider
Wall Street Journal Online,"Digital newspaper covering business, finance, markets, politics, technology, and global news.",https://web.library.yale.edu/access-wall-street-journal,,Business & Economics; Government & Public Policy; News & Media,Text Corpus,External platform,
WARC,"Advertising and marketing intelligence platform with case studies, best practices, brand insights, and industry analysis.",https://yale.idm.oclc.org/login?url=https://www.warc.com,,Business & Economics; News & Media,Data Platform,External platform,
Web of Science,"Multidisciplinary citation index covering journals, conference proceedings, data sets, and scholarly resources.",https://hdl.handle.net/10079/yuldb/yuldb1332,,Humanities & History,Dataset,External platform,
World Development Indicators,"World Bank database of global development indicators compiled from official country, regional, and international sources.",http://hdl.handle.net/10079/yuldb/yuldb1387,,Business & Economics; Government & Public Policy,Dataset,Open access,World Bank
WRDS - Wharton Research Data Service,"Research platform providing access to licensed business, finance, economics, accounting, banking, labor market, and ESG datasets. Includes resources such as CRSP, Compustat, Audit Analytics, Revelio, Bank Regulatory Data, S&P ESG Scores, and many others.",https://wrds-www.wharton.upenn.edu/,,Business & Economics; Social Sciences,Data Platform,External platform,WRDS
ProQuest TDM Studio,"Text and data mining platform providing access to licensed scholarly and news content for computational analysis, corpus building, and digital scholarship.",https://library.yale.edu/eresources/access/access-tdm-studio,,Humanities & History; Social Sciences,Data Platform,External platform,
Yale Data Green,Yale Data Green contains a collection of datasets made available by various groups across the university for cloud-based querying and analysis and is powered by Redivis.,https://yale.redivis.com,,Social Sciences; Business & Economics,Data Platform,Hosted by Yale Library,
Gale Digital Scholar Lab,Text analysis and digital humanities platform for building and exploring text corpora from Gale primary source collections and uploaded content.,https://yale.idm.oclc.org/login?url=https://link.gale.com/apps/DSLAB?u=29002,,Humanities & History; Social Sciences,Data Platform,External platform,
Ethnologue,Research dataset covering Ethnologue.,https://forms.office.com/pages/responsepage.aspx?id=u76M3Tkh-E20EU4-h6vrXGa2PpecL_VHoOa9Jy4XGNVUQlhZUklLNzNBSFVTVkU3V1EyWTkyS1cyWCQlQCN0PWcu&route=shorturl,Available by request through Yale Library.,Social Sciences,Dataset,External platform,
L2,Research dataset covering L2.,https://forms.office.com/r/U5QCpWrXgD,Available by request through Yale Library.,Social Sciences,Dataset,External platform,
Lex Machina,Research dataset covering Lex Machina.,https://forms.office.com/pages/responsepage.aspx?id=u76M3Tkh-E20EU4-h6vrXGa2PpecL_VHoOa9Jy4XGNVUNEtVMzkzWFMxN1dQRFlXMTFEQUJRWFpQNSQlQCN0PWcu&route=shorturl,Available by request through Yale Library.,Social Sciences,Dataset,External platform,
"African America, communists, and the National Negro Congress dataset","Language or annotated text dataset related to African America, communists, and the National Negro Congress dataset.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624105,Hosted text data available by request through Yale Library.,Humanities & History; Government & Public Policy,Linguistic Data,Hosted by Yale Library,Yale Library
"Alexander III and the policy of ""Russification"" dataset","Historical or primary-source text dataset related to Alexander III and the policy of ""Russification"" dataset.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624106,Hosted text data available by request through Yale Library.,Humanities & History; Government & Public Policy,Text Corpus,Hosted by Yale Library,Yale Library
Ambassador Graham Martin and the Saigon Embassy's back channel communication files dataset,Historical or primary-source text dataset related to Ambassador Graham Martin and the Saigon Embassy's back channel communication files dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624107,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
"Amerasia affair, China, and postwar anti-communist fervor dataset","Language or annotated text dataset related to Amerasia affair, China, and postwar anti-communist fervor dataset.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624108,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Linguistic Data,Hosted by Yale Library,Yale Library
"America in protest dataset : records of anti-Vietnam war organizations, The Vietnam Veterans Against the War","Historical or primary-source text dataset related to America in protest dataset : records of anti-Vietnam war organizations, The Vietnam Veterans Against the War.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624109,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
American Indian correspondence dataset : Presbyterian Historical Society collection of missionaries' letters,Historical or primary-source text dataset related to American Indian correspondence dataset : Presbyterian Historical Society collection of missionaries' letters.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624110,Hosted text data available by request through Yale Library.,Humanities & History; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
"County and regional histories & atlases dataset, Indiana","Historical or primary-source text dataset related to County and regional histories & atlases dataset, Indiana.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624111,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
"County and regional histories & atlases dataset, New York","Historical or primary-source text dataset related to County and regional histories & atlases dataset, New York.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624112,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
